,PII,SMT,APL,MAT,PRO,DSC,CMT,SPL
12788,S0950061819309420,[],"['stabilizer', 'soil modification', 'stabilizer', 'stabilizer', 'stabilizer']","['cement', 'CaCl2', 'clay', 'soil', 'cement', 'soil', 'cement', 'silica fume', 'cement', 'silica fume', 'silica fume', 'cement']","['engineering properties', 'unconfined compressive strength', 'Atterberg limits', 'pH', 'conductivity', 'unconfined compressive strength', 'elastic modulus', 'engineering properties', 'porosity', 'structure', 'strength', 'failure behavior', 'brittle', 'strain - hardening behavior', 'strain - softening behavior', 'stabilization mechanism']","['composite', 'soil', 'soil particles', 'composite', 'composite']","['XRD', 'SEM', 'XRD', 'SEM', 'stress - strain curves', 'XRD', 'SEM']",[]
12789,S0950061819309432,[],['Cementitious Composites'],"['rice husk ash', 'RHA', 'cement', 'PP', 'concretes', 'ECC', 'RHA', 'RHA', 'ECC', 'RHA', 'ECC']","['tenacity', 'durability properties', 'pore structure', 'shrinkage', 'durability', 'capillary resistance', 'tortuosity of capillary pores']","['ECC', 'fiber']",[],[]
12790,S0950061819309493,[],"['grout', 'sealing tunnel leakage', 'grout']","['cement', 'cement', 'cement', 'cement', 'concrete', 'cement', 'gravel grout concrete', 'cement grout concrete', 'cement', 'cement']","['viscosity', 'setting time', 'concretion rate', 'permeability', 'compressive strength', 'viscosity', 'setting time', 'compressive strength', 'permeability', 'Micro structure', 'structure', 'micro structure', 'compressive strength', 'impermeability', 'leakage - sealing effect']","['capillary crystalline', 'grout', 'grout', 'dendritic crystals', 'crystals']","['CT scanning', 'SEM']",[]
12791,S0950061819309742,[],['rebars'],"['concrete', 'steel', 'concrete', 'concrete', 'steel']","['diagonal crack angle', 'tensile strength', 'diagonal cracking angle', 'cover surface crack width', 'surface cracks']","['surface', 'surface', 'cover', 'surface', 'surface']",['elastic-body-rotation model'],[]
12792,S0950061819309808,[],[],"['WF', 'WF', 'PLA', 'PLA']","['moisture sorption', 'morphology', 'thermal conductivity', 'percent crystallinity', 'thermal conductivity']","['composites', 'Composites', 'composites', 'bio-based composites', 'WPCs', 'composites']",['Environmental impact assessments'],[]
12793,S095006181930981X,['over burnt'],"['pavement', 'pavement']","['Tripura', 'concrete', 'brick', 'Pervious concrete', 'concrete', 'brick', 'concrete']","['pore structure', 'hydraulic conductivity', 'pervious', 'porosity', 'permeability', 'Water - cement ratio', 'aggregate size', 'permeability', 'permeability', 'pore features', 'mean pore size', 'pore tortuosity', 'pervious']","['brick aggregate', 'porous', 'aggregate', 'porous']",['Kozney - Carman model'],[]
12794,S0950061819309857,"['cured', 'curing', 'immersion curing', 'water curing']",[],"['lime', 'lime', 'cement', 'LC', 'SEU-2', 'lime', 'lime', 'LC', 'SEU-2', 'LC', 'SEU-2', 'lime', 'LC', 'SEU-2', 'SEU-2', 'lime', 'LC', 'SEU-2', 'SEU-2', 'SEU-2', 'lime', 'LC']","['geotechnical performance', 'unconfined compressive strength', 'UCS', 'water stability', 'solidification mechanism', 'UCS', 'UCS', 'water stability coefficient', 'WSC', 'WSC', 'WSC', 'WSC', 'WSC', 'WSC', 'mechanical properties']",['Silt'],"['scanning electron microscope', 'SEM', 'X-ray diffraction', 'XRD', 'SEM', 'XRD']",[]
12795,S0950061819309936,"['sintered', 'hardening', 'setting', 'calcined', 'calcined']",['cements'],"['Magnesium phosphate', 'MPC', 'magnesium oxide', 'phosphates', 'MgO', 'MgO', 'MgO', 'MgO', 'struvite', 'dittmarite']","['water - soluble', 'mechanical strength', 'setting time', 'pore size distribution', 'solubility', 'setting retardation mechanism']","['cements', 'ceramics', 'ceramics']",['XRD'],[]
12796,S095006181930995X,['heating'],"['autoclaved aerated concrete', 'MRCS', 'frame', 'frame']","['AAC', 'AAC']","['residual capacity', 'mechanical properties', 'compressive strength', 'elastic modulus', 'peak strain', 'thermodynamic performance', 'residual bearing capacity']","['Multi-ribbed composite wall structure', 'MRCS', 'ribbed beams', 'columns', 'AAC']","['finite element', 'FE', 'axial compression tests', 'stress - strain curves', 'Finite Element', 'FE']",[]
12797,S0950061819310049,"['Aging', 'aging', 'aging']","['asphalt binders', 'paving industry', 'asphalt']","['asphalt', 'nanosilica', 'nanoiron', 'nanoclay', 'nanosilica', 'nanoclay']","['durability', 'stiffness', 'fatigue', 'indirect tensile strength', 'aging resistance', 'durability']","['mixtures', 'nanomaterials', 'nanomaterials']",[],[]
12798,S0950061819310062,[],"['semi-rigid base asphalt pavement', 'asphalt pavement', 'pavement', 'asphalt pavement']",['asphalt concrete'],"['Reflective crack', 'fracture mechanism', 'reflective crack', 'reflective crack', 'reflective crack mechanisms', 'surface heat flux', 'surface radiation', 'stress distribution', 'crack initiating temperature', 'crack opening displacement', 'crack propagating path', 'reflective crack']",['overlays'],"['finite element method', 'XFEM', 'climatic model', 'fracture mechanics', 'XFEM']",[]
12799,S0950061819310074,"['SHC', 'SHC', 'SHC', 'SHC']","['self - healing solid capsule', 'SHC', 'crack self - healing']","['cement', 'concrete', 'cement']","['dispersibility', 'compressive strength', 'splitting tensile strength', 'elastic moduli', 'dry shrinkage', 'flowability', 'air content', 'compressive', 'splitting tensile strength', 'elastic moduli', 'particle size', 'flowability', 'particle size', 'compressive', 'splitting tensile strength', 'elastic moduli', 'particle size']","['powder', 'mortar']",[],[]
12800,S0950061819310098,"['molded', 'cured', 'cured']",[],"['fly ash', 'red mud', 'silica fume', 'PET', 'Red mud', 'silica fume', 'PET']","['compressive strength', 'flexural strength', 'indirect tensile strength', 'water absorption', 'acid resistance', 'damping capacity']","['composite', 'composites']",['Taguchi'],[]
12801,S0950061819310165,"['drying', 'drying', 'drying', 'drying', 'pre-treating']",['mortar'],"['sand', 'Mortars', 'sand', 'M-RS', 'sand', 'M-NS', 'M-RS', 'M-RS', 'RS']","['durability indicators', 'water porosity', 'gas permeability', 'water absorption', 'durability indicators', 'Water porosity', 'gas permeability', 'water porosity', 'gas permeability', 'gas permeability', 'microstructure']","['recycled', 'mortars']",[],[]
12802,S0950061819310219,"['3D printing', 'hardened printed']","['renewable marine energies', 'coastal protection', 'underwater 3D printing']","['concrete', 'cement', 'concrete']","['printable', 'pumpability', 'rheological requirements', 'water anti-washout properties', 'compressive strength']","['3D printed', 'mortar']",['permeability measurements'],[]
12803,S0950061819310232,[],"['underwater concrete', 'Self - Compacting Concrete', 'SCC', 'Self - Levelling Underlayments', 'SLU']","['concrete', 'cement', 'cement']","['washout resistance', 'stability', 'MSHP', 'rheological properties', 'yield stress', 'residual viscosity']","['pastes', 'pastes']","['total organic carbon', 'size exclusion chromatography']",[]
12804,S095006181931027X,[],[],"['concrete', 'bottom ash', 'GBA', 'calcium carbide', 'GCCR', 'GBA', 'GCCR', 'GBC', 'ordinary Portland cement', 'OPC', 'concrete', 'concrete', 'GBC', 'OPC', 'OPC', 'concrete', 'concrete', 'GBC', 'OPC', 'OPC', 'concrete', 'OPC', 'GBC', 'concrete', 'OPC', 'GBC', 'OPC', 'GBC', 'OPC', 'GBC']","['mechanical properties', 'durability', 'binder to aggregate ratios', 'water to binder ratios', 'Chloride migration coefficient', 'compressive strength', 'compressive strength', 'compressive strength', 'W / B ratio', 'chloride migration resistance', 'coefficient of chloride migration', 'W / B ratio', 'W / B ratios', 'water permeability', 'resistance of chloride migration', 'compressive strength', 'water permeability', 'chloride migration resistance']","['concrete', 'concrete', 'concrete', 'concrete', 'concrete', 'concretes', 'concretes', 'concrete', 'concrete', 'concrete', 'concrete', 'concrete', 'concrete']",['non-steady state migration'],[]
12805,S0950061819310311,"['dry - process', 'rubberized', 'dry - processed', 'SMA', 'pre-coated', 'pre-coated']","['scrap tire', 'tires', 'coating', 'coating']","['rubber aggregate', 'asphalt', 'cement', 'cement', 'rubber', 'rubber', 'rubber', 'SMA', 'SMA', 'rubber', 'rubber', 'rubber', 'SMA']","['strength', 'durability', 'strength', 'durability', 'bonding performance', 'expansion', 'tensile strength', 'moisture susceptibility', 'rutting resistance', 'anti-stripping resistance', 'fatigue cracking resistance', 'strength']","['particle', 'Stone Matrix Asphalt', 'SMA', 'particles']",[],[]
12806,S0950061819310335,['electric arc furnace dust'],[],"['cement', 'cementitious', 'cement', 'EAFD', 'cement', 'EAFD', 'cement', 'EAFD']","['Mechanical properties', 'setting time', 'setting time', 'setting time', 'compressive', 'flexural strength']","['cementitious mixtures', 'pastes', 'mortars', 'blended pastes', 'pastes', 'paste', 'mortars']",[],[]
12807,S0950061819310359,[],[],"['concrete', 'fly ash', 'concrete', 'concrete', 'concrete']","['probabilistic characteristics', 'chloride diffusion coefficient', 'chloride diffusion coefficient', 'water - to - binder ratio', 'chloride diffusion coefficient', 'chloride diffusion coefficient', 'chloride diffusion coefficient', 'probabilistic characteristics', 'chloride diffusion coefficient', 'probability density function', 'cumulative distribution function', 'confidence interval', 'confidence level']",[],"['probabilistic prediction model', 'rapid chloride migration method', 'stepwise regression method', 'probabilistic prediction model', 'Bayesian theory', 'Markov Chain Monte Carlo method', 'MCMC', 'probabilistic prediction model', 'deterministic prediction models', 'probabilistic prediction model', 'deterministic prediction models']",[]
12808,S0950061819310360,[],"['cathode', 'cathode', 'protective layer']","['steel', 'concrete', 'RC', 'RC', 'steel']","['corrosion - expansion cracking', 'corrosion characteristics', 'corrosion characteristics', 'transverse corrosion cracks', 'corrosion characteristics', 'resistance', 'corrosion characteristics']","['bars', 'reinforced', 'beams', 'beams', 'beams', 'beams', 'beams', 'bars']",['corrosion tests'],[]
12809,S0950061819310372,"['ageing', 'Hatschek process', 'carbonation', 'drying', 'soak', 'dry ageing', 'drying', 'carbonation', 'drying', 'drying', 'drying', 'dried', 'carbonation', 'drying', 'carbonation', 'ageing', 'carbonation']",[],"['cement', 'cement', 'CD', 'Aft', 'C-S-H', 'Afm', 'Ca(OH)2', 'Ca(OH)2', 'CaCO3', 'cement', 'CDs', 'cement', 'cement', 'cement']","['carbonation degree', 'CD', 'mechanical', 'physical properties', 'Mechanical', 'flexural', 'physical properties', 'CD', 'CD', 'water absorption', 'WA', 'apparent porosity', 'AP', 'density', 'BD', 'LOP', 'MOE', 'LOP', 'MOR', 'MOE', 'BD', 'toughness', 'WA', 'AP', 'free pores']","['fiber', 'composites', 'Fiber', 'composites', 'composites', 'composites', 'Fiber', 'composites', 'fiber - cements', 'composites', 'bulk', 'fiber', 'composites', 'composites', 'fiber', 'composites', 'fiber', 'composites']",['thermogravimetric measurements'],[]
12810,S0950061819310451,"['granulated blast furnace slag', 'internal curing']",[],"['coral aggregate concrete', 'CAC', 'silica fume', 'SF', 'CAC', 'CAC', 'fly ash', 'FA', 'SF', 'GBFS CAC', 'FA CAC', 'CAC', 'CAC', 'SF', 'GBFS', 'CAC', 'CAC', 'SF', 'GBFS', 'CAC', 'SF', 'GBFS', 'SF', 'GBFS', 'CAC', 'CAC', 'SF', 'GBFS']","['Chloride ion distribution', 'mechanical properties', 'chloride ion distribution', 'compressive strength', 'splitting tensile strength', 'total chloride content', 'Ct', 'free chloride content', 'Cf', 'chloride binding capacity', 'R', 'pore volume', 'P', 'interfacial transition zone', 'ITZ', 'compressive strength', 'splitting tensile strength', 'R', 'long - term Cf', 'long - term R', 'P', 'ITZs', 'homogeneous', 'pozzolanic activity']","['coral aggregates', 'coral aggregate']","['X-ray powder diffraction', 'Thermogravimetric analysis', 'Scanning Electron Microscopy']",[]
12811,S0950061819310487,"['two - component grouting method', 'ground granulated blast furnace slag', 'hydration']","['grouting', 'grouting', 'grouting', 'grouting']","['magnesium phosphate cement', 'MPC', 'fly ash', 'FA', 'GGBS', 'GGBS', 'MPC', 'GGBS', 'GGBS', 'GGBS', 'GGBS', 'struvite', 'MPC', 'GGBS', 'FA']","['mechanical properties', 'water resistance', 'hydration products', 'microstructures', 'setting time', 'fluidity', 'mechanical properties', 'water resistance', 'microstructures', 'pH value', 'stone ratio']",[],"['X-ray diffraction', 'XRD', 'Scanning Electronic Microscopic', 'SEM']",[]
12812,S0950061819310499,['hydrated'],"['supplementary cementitious materials', 'SCMs', 'SCMs']","['cement', 'ordinary Portland cement', 'OPC', 'OPC', 'microsilica', 'metakaolin', 'SCMs', 'microsilica', 'metakaolin', 'cement', 'SCM']","['reactivity', 'crystallinity', 'crystal structures', 'phase assemblage']",[],"['X-ray diffraction', 'XRD', 'heat flow calorimetry', 'Rietveld refinement', 'PONKCS method']",[]
12813,S0950061819310529,"['quarrying', 'ground granulated blast - furnace slag', 'electric arc furnace slag', 'hardened']","['coal - fuelled power plant', 'steel manufacturing', 'coarse aggregate', 'fine aggregate']","['concrete', 'concrete', 'granite', 'iron', 'concrete', 'GGBS', 'pulverized fly ash', 'PFA', 'granite quarry dust', 'GQD', 'concrete', 'Portland cement', 'OPC', 'river sand', 'NRS', 'granite rock', 'NGR', 'EAFS', 'NGR', 'concrete', 'OPC-GGBS-PFA', 'concrete', 'GQD', 'NGR', 'concrete', 'concrete', 'concrete', 'concrete', 'concrete']","['high - performance', 'composition', 'EAFS', 'mechanical strength properties', 'drying shrinkage', 'compressive strength']","['composites', 'composites', 'NRS']","['setting time test', 'mechanical strength tests', 'drying shrinkage']",[]
12814,S095006181931058X,[],[],"['bitumen', 'cement', 'bitumen', 'cement', 'cement', 'bitumen']","['mechanical behaviour', 'structural transition', 'composition', 'mechanical behaviour', 'pore space', 'volume contraction', 'critical composition', 'mesostructure', 'elastic']","['emulsion', 'composites']","['cyclic indirect tensile testing', 'X-ray microtomography']",[]
12815,S095006181931061X,[],['precast industry'],"['mortar', 'ground granulated blast furnace slag', 'GGBS', 'cement', 'CEM I 42.5R', 'GGBS', 'GGBS']","['strength', 'early age strength', 'strength']","['mortars', 'mortar']",[],[]
12816,S0950061819310621,"['hardened', 'hardened', 'hardened']",['humidity adsorption material'],"['bamboo charcoal', 'BC', 'cement', 'cement', 'Cement', 'BC', 'BC', 'cement', 'BC', 'BC', 'cement', 'BC', 'BC', 'BC', 'BC', 'BC', 'cement', 'BC', 'BC', 'BC']","['flowability', 'compressive strength', 'drying shrinkage', 'humidity adsorption', 'Pore information', 'flowability', 'flowability', 'compressive strength', 'strength', 'particle size', 'compressive strength', 'compressive strength', 'drying shrinkage', 'humidity adsorption', 'humidity adsorption capacity', 'humidity adsorption', 'humidity adsorption', 'pore volume', 'specific surface area']","['pastes', 'paste', 'paste', 'paste', 'paste', 'paste', 'paste']","['N2 adsorption', 'NAD', 'mercury intrusion porosimetry', 'MIP']",[]
12817,S0950061819310633,[],"['pulp', 'paper mills', 'insulating foams']","['Portland cement', 'Wood ash', 'wood ash', 'wood ash', 'wood ash', 'wood ash', 'Portland cement']","['mechanical', 'thermal', 'acoustic properties', 'thermal constants', 'Sound absorption', 'noise reduction coefficients', 'compressive strength', 'elastic modulus', 'strength', 'noise', 'thermal conductivity']","['cellular', 'foam']","['phase analysis', 'X-ray diffraction', 'Transient Plane Heat Source ( TPS', 'impedance tube method']",[]
12818,S0950061819310657,['grinding'],['cements'],"['boron', 'borax', ""belite ye'elimite ferrite"", 'BYF', 'Boron', 'BYF', 'borate', 'mortar', 'boron', 'boron', 'boron', 'boron', 'mortar', 'boron', 'cement', 'aluminate', ""ye'elimite"", 'boron', 'boron', 'boron', 'boron', 'ettringite', 'monosulfate']","['hydration', 'workability', 'compressive strength', 'concentration of', 'boron concentration', 'hydraulic reactive']","['amorphous', 'surface', 'amorphous']",[],[]
