,caption,tables,Label,text,pred_0,pred_1,pred_2,all_pred,pii_tid,pii,date
2076,Chemical composition of Type I cement.,"[['The composition of Type I/II cement', 'The composition of Type I/II cement'], ['Silica (SiO2)', '20.2 %'], ['Alumina (Al2O3)', '4.6 %'], ['Iron Oxide (Fe2O3)', '3.3 %'], ['Lime (CaO)', '63.3 %'], ['Magnesia (MgO)', '4.5 %'], ['Sulfur Trioxide (SO3)', '3.7 %'], ['Loss on Ignition', '2.3 %'], ['Insoluble Residue', '0.39 %'], ['Alkalies (Na2O + 0.658 (K2O))', '0.63 %'], ['Chloride', '0.01 %'], ['Sulfide Sulfur (S)', ''], ['Carbon Dioxide (CO2)', '1.4 %'], ['', ''], ['Potential phase compositions', 'Potential phase compositions'], ['Tricalcium Silicate (C3S)', '55.6 %'], ['Dicalcium Silicate (C2S)', '14.2 %'], ['Tricalcium Aluminate (C3S)', '6.5 %'], ['Tetracalclum Aluminoferrite (C4AF)', '9.7 %'], ['C4AF + 2(C3A)', '22.7 %'], ['C3A + 4.75 C3A', '86.5 %']]",1,"Chemical composition of Type I cement.;[['The composition of Type I/II cement', 'The composition of Type I/II cement'], ['Silica (SiO2)', '20.2 %'], ['Alumina (Al2O3)', '4.6 %'], ['Iron Oxide (Fe2O3)', '3.3 %'], ['Lime (CaO)', '63.3 %'], ['Magnesia (MgO)', '4.5 %'], ['Sulfur Trioxide (SO3)', '3.7 %'], ['Loss on Ignition', '2.3 %'], ['Insoluble Residue', '0.39 %'], ['Alkalies (Na2O + 0.658 (K2O))', '0.63 %'], ['Chloride', '0.01 %'], ['Sulfide Sulfur (S)', ''], ['Carbon Dioxide (CO2)', '1.4 %'], ['', ''], ['Potential phase compositions', 'Potential phase compositions'], ['Tricalcium Silicate (C3S)', '55.6 %'], ['Dicalcium Silicate (C2S)', '14.2 %'], ['Tricalcium Aluminate (C3S)', '6.5 %'], ['Tetracalclum Aluminoferrite (C4AF)', '9.7 %'], ['C4AF + 2(C3A)', '22.7 %'], ['C3A + 4.75 C3A', '86.5 %']]",1,1,1,3,S0950061822036005_0,S0950061822036005,2022-12-08
2077,Chemical composition of raw materials and mineral composition of the cement clinker.,"[['Chemical composition (wt%)', 'Chemical composition (wt%)', 'Chemical composition (wt%)', 'Chemical composition (wt%)'], ['Oxide', 'Clinker', 'Gypsum', 'Limestone'], ['SiO2', '19.35', '3.86', '0.96'], ['Al2O3', '4.53', '0.75', '0.21'], ['Fe2O3', '3.37', '0.34', '0.23'], ['CaO', '67.06', '40.45', '55.46'], ['MgO', '2.14', '2.15', '0.89'], ['SO3', '1.22', '51.46', '-'], ['K2O', '1.34', '0.28', '-'], ['N2O', '0.23', '0.07', '-'], ['TiO2', '0.37', '0.05', '-'], ['MnO', '0.05', '-', '-'], ['P2O5', '0.06', '-', '-'], ['L.O.I', '3.09', '16.87', '41.75'], ['Mineralogical composition (wt%)', 'Mineralogical composition (wt%)', 'Mineralogical composition (wt%)', 'Mineralogical composition (wt%)'], ['C3S', '73.6', '-', '-'], ['C2S', '7.7', '-', '-'], ['C3A', '7.6', '-', '-'], ['C4AF', '9.5', '-', '-']]",1,"Chemical composition of raw materials and mineral composition of the cement clinker.;[['Chemical composition (wt%)', 'Chemical composition (wt%)', 'Chemical composition (wt%)', 'Chemical composition (wt%)'], ['Oxide', 'Clinker', 'Gypsum', 'Limestone'], ['SiO2', '19.35', '3.86', '0.96'], ['Al2O3', '4.53', '0.75', '0.21'], ['Fe2O3', '3.37', '0.34', '0.23'], ['CaO', '67.06', '40.45', '55.46'], ['MgO', '2.14', '2.15', '0.89'], ['SO3', '1.22', '51.46', '-'], ['K2O', '1.34', '0.28', '-'], ['N2O', '0.23', '0.07', '-'], ['TiO2', '0.37', '0.05', '-'], ['MnO', '0.05', '-', '-'], ['P2O5', '0.06', '-', '-'], ['L.O.I', '3.09', '16.87', '41.75'], ['Mineralogical composition (wt%)', 'Mineralogical composition (wt%)', 'Mineralogical composition (wt%)', 'Mineralogical composition (wt%)'], ['C3S', '73.6', '-', '-'], ['C2S', '7.7', '-', '-'], ['C3A', '7.6', '-', '-'], ['C4AF', '9.5', '-', '-']]",1,1,1,3,S0950061822031452_0,S0950061822031452,2022-10-27
2078,"Chemical, mechanical and physical properties of type-II Portland cement.","[['Composition', '(%)', 'Mechanical and physical properties', 'Mechanical and physical properties', 'Mechanical and physical properties'], ['SiO2', '20.5', 'Compressive strength (MPa)', '3 days', '24'], ['Al2O3', '5', '', '7 days', '31'], ['Fe2O3', '3.8', '', '28 days', '38'], ['MgO', '3.6', '', '', ''], ['CaO', '62.9', 'Blaine fineness (cm2/gr)', '-', '3320'], ['SO3', '1.9', 'Setting time (min)', 'initial', '165'], ['Na2O + 0.658*K2O', '0.62', '', 'final', '370'], ['LOI', '1.2', 'Specific gravity', '-', '3.16'], ['Insoluble residue', '0.2', 'Autoclave expansion (%)', '-', '0.08'], ['Free CaO', '0.8', 'Normal consistency (%)', '-', '24'], ['C3S = 55.8%, C2S = 16.7%, C3A = 6.8%, C4AF = 11.6%', 'Remained particles on Sieve 90 mm (%)', '-', '<0.1', '']]",1,"Chemical, mechanical and physical properties of type-II Portland cement.;[['Composition', '(%)', 'Mechanical and physical properties', 'Mechanical and physical properties', 'Mechanical and physical properties'], ['SiO2', '20.5', 'Compressive strength (MPa)', '3 days', '24'], ['Al2O3', '5', '', '7 days', '31'], ['Fe2O3', '3.8', '', '28 days', '38'], ['MgO', '3.6', '', '', ''], ['CaO', '62.9', 'Blaine fineness (cm2/gr)', '-', '3320'], ['SO3', '1.9', 'Setting time (min)', 'initial', '165'], ['Na2O + 0.658*K2O', '0.62', '', 'final', '370'], ['LOI', '1.2', 'Specific gravity', '-', '3.16'], ['Insoluble residue', '0.2', 'Autoclave expansion (%)', '-', '0.08'], ['Free CaO', '0.8', 'Normal consistency (%)', '-', '24'], ['C3S = 55.8%, C2S = 16.7%, C3A = 6.8%, C4AF = 11.6%', 'Remained particles on Sieve 90 mm (%)', '-', '<0.1', '']]",1,1,1,3,S0950061823020937_0,S0950061823020937,2023-07-11
2079,Chemical properties of Portland cement.,"[['', 'Results', 'TS EN 197/1 standard data (max)'], ['Heating loss (%)', '2.03', '5.00'], ['Insoluble matter (%)', '0.25', '5.00'], ['Cl2 (%)', '0.0102', '0.10'], ['SiO2 (%)', '20.54', '-'], ['Al2O3 (%)', '5.12', '-'], ['Fe2O3 (%)', '3.69', '-'], ['CaO (%)', '62.98', '-'], ['MgO (%)', '1.70', '-'], ['SO3 (%)', '2.88', '-'], ['', '', ''], ['', 'Main constituent (%)', 'Main constituent (%)'], ['C3S', '53.2', '53.2'], ['C2S', '16.7', '16.7'], ['C3A', '7.6', '7.6'], ['C4AF', '10.7', '10.7']]",1,"Chemical properties of Portland cement.;[['', 'Results', 'TS EN 197/1 standard data (max)'], ['Heating loss (%)', '2.03', '5.00'], ['Insoluble matter (%)', '0.25', '5.00'], ['Cl2 (%)', '0.0102', '0.10'], ['SiO2 (%)', '20.54', '-'], ['Al2O3 (%)', '5.12', '-'], ['Fe2O3 (%)', '3.69', '-'], ['CaO (%)', '62.98', '-'], ['MgO (%)', '1.70', '-'], ['SO3 (%)', '2.88', '-'], ['', '', ''], ['', 'Main constituent (%)', 'Main constituent (%)'], ['C3S', '53.2', '53.2'], ['C2S', '16.7', '16.7'], ['C3A', '7.6', '7.6'], ['C4AF', '10.7', '10.7']]",1,1,1,3,S0950061814013038_1,S0950061814013038,2014-12-26
2080,Mineralogical composition of the binder for UHPC with different amount of glass powder.,"[['Phases', 'QP/GP0', 'QP/GP0', 'QP/GP100', 'QP/GP100', 'QP/GP100SF/GP100', 'QP/GP100SF/GP100', 'SF/GP100', 'SF/GP100'], ['Phases', 'wt.%', 'sd', 'wt.%', 'sd', 'wt.%', 'sd', 'wt.%', 'sd'], ['Amorphous', '38.0', '3.9', '56.4', '3.0', '58.9', '2.8', '50.2', '2.6'], ['C2S', '34.2', '3.9', '25.4', '3.3', '24.1', '2.7', '27.2', '2.5'], ['C3S', '10.9', '1.1', '7.7', '0.8', '5.1', '0.9', '5.1', '0.8'], ['C4AF', '7.0', '1.1', '4.5', '0.8', '3.9', '0.9', '5.4', '0.8'], ['Calcite', '2.8', '0.6', '2.2', '0.4', '2.0', '0.5', '1.6', '0.5'], ['Portlandite', '7.0', '0.6', '3.8', '0.5', '6.1', '0.7', '10.5', '0.7'], ['Total', '100.0', '-', '100.0', '-', '100.0', '-', '100.0', '-'], ['C2S+C3S', '45.1', '-', '33.1', '-', '29.18', '-', '32.3', '-']]",1,"Mineralogical composition of the binder for UHPC with different amount of glass powder.;[['Phases', 'QP/GP0', 'QP/GP0', 'QP/GP100', 'QP/GP100', 'QP/GP100SF/GP100', 'QP/GP100SF/GP100', 'SF/GP100', 'SF/GP100'], ['Phases', 'wt.%', 'sd', 'wt.%', 'sd', 'wt.%', 'sd', 'wt.%', 'sd'], ['Amorphous', '38.0', '3.9', '56.4', '3.0', '58.9', '2.8', '50.2', '2.6'], ['C2S', '34.2', '3.9', '25.4', '3.3', '24.1', '2.7', '27.2', '2.5'], ['C3S', '10.9', '1.1', '7.7', '0.8', '5.1', '0.9', '5.1', '0.8'], ['C4AF', '7.0', '1.1', '4.5', '0.8', '3.9', '0.9', '5.4', '0.8'], ['Calcite', '2.8', '0.6', '2.2', '0.4', '2.0', '0.5', '1.6', '0.5'], ['Portlandite', '7.0', '0.6', '3.8', '0.5', '6.1', '0.7', '10.5', '0.7'], ['Total', '100.0', '-', '100.0', '-', '100.0', '-', '100.0', '-'], ['C2S+C3S', '45.1', '-', '33.1', '-', '29.18', '-', '32.3', '-']]",1,0,1,2,S0950061814006035_2,S0950061814006035,2014-07-12
2081,Constituents of cement.,"[['Phases', 'C3S', 'C2S', 'C3A', 'C4AF'], ['Weight (%)', '63.53', '13', '8.43', '9']]",1,"Constituents of cement.;[['Phases', 'C3S', 'C2S', 'C3A', 'C4AF'], ['Weight (%)', '63.53', '13', '8.43', '9']]",1,1,1,3,S0008884612001834_1,S0008884612001834,2012-10-05
2082,Phase composition of class G oil well cement.,"[['C3S (wt.%)', 'C2S (wt.%)', 'C3A (wt.%)', 'C4AF (wt.%)', 'SO3', 'MgO', 'Free lime'], ['53.7', '26.46', '2.8', '12', '2.0', '0.7', '0.4']]",1,"Phase composition of class G oil well cement.;[['C3S (wt.%)', 'C2S (wt.%)', 'C3A (wt.%)', 'C4AF (wt.%)', 'SO3', 'MgO', 'Free lime'], ['53.7', '26.46', '2.8', '12', '2.0', '0.7', '0.4']]",1,1,1,3,S0950061813012142_0,S0950061813012142,2014-01-11
2083,Mineral phase composition of the CEM I 42.5 R sample as determined by XRD including Rietveld refinement.,"[['Mineral phase', '[wt%]'], ['C3S, m', '57.3'], ['C2S, m', '15.2'], ['C3A, c', '5.6'], ['C3A, o', '1.8'], ['C4AF, o', '9.5'], ['Free lime (Franke)', '0.2'], ['Periclase', '0.6'], ['Anhydrite*', '2.3'], ['Hemihydrate*', '2.3'], ['Dihydrate', '0.4'], ['Calcite', '2.7'], ['Quartz', '0.4'], ['Dolomite', '1.1'], ['Total', '100.0']]",1,"Mineral phase composition of the CEM I 42.5 R sample as determined by XRD including Rietveld refinement.;[['Mineral phase', '[wt%]'], ['C3S, m', '57.3'], ['C2S, m', '15.2'], ['C3A, c', '5.6'], ['C3A, o', '1.8'], ['C4AF, o', '9.5'], ['Free lime (Franke)', '0.2'], ['Periclase', '0.6'], ['Anhydrite*', '2.3'], ['Hemihydrate*', '2.3'], ['Dihydrate', '0.4'], ['Calcite', '2.7'], ['Quartz', '0.4'], ['Dolomite', '1.1'], ['Total', '100.0']]",1,1,1,3,S0950061821003810_1,S0950061821003810,2021-02-20
2084,"Properties of cement, fly ash, and silica fume.","[['2a - Cement properties', '2a - Cement properties'], ['Item', 'Description'], ['Chemical', 'Chemical'], ['SiO2', '20.11%'], ['Al2O3', '5.07%'], ['Fe2O3', '3.80%'], ['CaO', '64.15'], ['MgO', '0.98'], ['SO3', '3.23'], ['Loss on ignition', '2.39%'], ['Na2O', '0.18%'], ['K2O', '0.56%'], ['Insoluble Residue', '0.40%'], ['CO2', '1.09%'], ['Limestone', '2.80%'], ['CaCO3', '88.23%'], ['', ''], ['Potential compounds', 'Potential compounds'], ['C3S', '55%'], ['C2S', '14%'], ['C3A', '7%'], ['C4AF', '11%'], ['C3S+4.75 C3A', '88%'], ['', ''], ['Physical', 'Physical'], ['Air content of mortar (volume)', '8%'], ['Fineness', '4.5m2/g'], ['Autoclave expansion', '-0.01%'], ['Mortar Bar Expansion', '0.00%'], ['Specific gravity', '3.15'], ['2b - Fly ash properties', '2b - Fly ash properties'], ['Item', 'Description'], ['SiO2', '36.73%'], ['Al2O3', '21.49'], ['Fe2O3', '5.68%'], ['CaO', '22.70%'], ['Na2O', '1.48%'], ['K2O', '0.57%'], ['MgO', '4.30%'], ['Oxides', '63.90%'], ['Alkalis', '29.05%'], ['Specific gravity', '2.5'], ['2c - Silica fume properties', '2c - Silica fume properties'], ['Item', 'Description'], ['Chemical', 'Chemical'], ['SiO2', '95.25%'], ['SO3', '0.08%'], ['Cl', '0.11%'], ['Total Alkali', '0.42%'], ['Moisture Content', '0.52%'], ['Loss on Ignition', '1.88%'], ['pH', '8.06%'], ['', ''], ['Physical', 'Physical'], ['% retained on 45mm sieve (wet sieved)', '0.49%'], ['Density - (specific gravity)', '2.24'], ['Bulk Density - (per ASTM)', '696.71kg/m3'], ['Specific Surface Area', '24.49m2/g'], ['Accelerated Pozzolanic Activity Index - with Portland Cement', '124.44%']]",1,"Properties of cement, fly ash, and silica fume.;[['2a - Cement properties', '2a - Cement properties'], ['Item', 'Description'], ['Chemical', 'Chemical'], ['SiO2', '20.11%'], ['Al2O3', '5.07%'], ['Fe2O3', '3.80%'], ['CaO', '64.15'], ['MgO', '0.98'], ['SO3', '3.23'], ['Loss on ignition', '2.39%'], ['Na2O', '0.18%'], ['K2O', '0.56%'], ['Insoluble Residue', '0.40%'], ['CO2', '1.09%'], ['Limestone', '2.80%'], ['CaCO3', '88.23%'], ['', ''], ['Potential compounds', 'Potential compounds'], ['C3S', '55%'], ['C2S', '14%'], ['C3A', '7%'], ['C4AF', '11%'], ['C3S+4.75 C3A', '88%'], ['', ''], ['Physical', 'Physical'], ['Air content of mortar (volume)', '8%'], ['Fineness', '4.5m2/g'], ['Autoclave expansion', '-0.01%'], ['Mortar Bar Expansion', '0.00%'], ['Specific gravity', '3.15'], ['2b - Fly ash properties', '2b - Fly ash properties'], ['Item', 'Description'], ['SiO2', '36.73%'], ['Al2O3', '21.49'], ['Fe2O3', '5.68%'], ['CaO', '22.70%'], ['Na2O', '1.48%'], ['K2O', '0.57%'], ['MgO', '4.30%'], ['Oxides', '63.90%'], ['Alkalis', '29.05%'], ['Specific gravity', '2.5'], ['2c - Silica fume properties', '2c - Silica fume properties'], ['Item', 'Description'], ['Chemical', 'Chemical'], ['SiO2', '95.25%'], ['SO3', '0.08%'], ['Cl', '0.11%'], ['Total Alkali', '0.42%'], ['Moisture Content', '0.52%'], ['Loss on Ignition', '1.88%'], ['pH', '8.06%'], ['', ''], ['Physical', 'Physical'], ['% retained on 45mm sieve (wet sieved)', '0.49%'], ['Density - (specific gravity)', '2.24'], ['Bulk Density - (per ASTM)', '696.71kg/m3'], ['Specific Surface Area', '24.49m2/g'], ['Accelerated Pozzolanic Activity Index - with Portland Cement', '124.44%']]",1,1,1,3,S0950061817315015_1,S0950061817315015,2017-07-28
2085,"Chemical composition of cement Type IL, I-II.","[['Cement', 'Blaine (m2/kg)', '-325', 'Limestone %', 'SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO'], ['Type IL', '431', '97.15', '9.43', '19.32', '5.27', '3.26', '63.57', '2.21'], ['Type I/II', '360', '96.85', '4.09', '20.08', '5.36', '3.33', '63.47', '2.13'], ['', '', '', '', '', '', '', '', ''], ['Cement', 'Na2O', 'K2O', 'SO3', 'C3S', 'C2S', 'C3A', 'C4AF', 'NAEQ'], ['Type IL', '0.14', '0.59', '2.97', '49.78', '16.37', '8.54', '9.65', '0.53'], ['Type I/II', '0.13', '0.55', '2.90', '50.80', '18.61', '8.61', '10.02', '0.49']]",1,"Chemical composition of cement Type IL, I-II.;[['Cement', 'Blaine (m2/kg)', '-325', 'Limestone %', 'SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO'], ['Type IL', '431', '97.15', '9.43', '19.32', '5.27', '3.26', '63.57', '2.21'], ['Type I/II', '360', '96.85', '4.09', '20.08', '5.36', '3.33', '63.47', '2.13'], ['', '', '', '', '', '', '', '', ''], ['Cement', 'Na2O', 'K2O', 'SO3', 'C3S', 'C2S', 'C3A', 'C4AF', 'NAEQ'], ['Type IL', '0.14', '0.59', '2.97', '49.78', '16.37', '8.54', '9.65', '0.53'], ['Type I/II', '0.13', '0.55', '2.90', '50.80', '18.61', '8.61', '10.02', '0.49']]",1,1,1,3,S0950061817315180_1,S0950061817315180,2017-08-01
2086,Chemical composition and physical properties of cementitious materials.,"[['Item', 'Cementitious materials (%)', 'Cementitious materials (%)', 'Cementitious materials (%)'], ['Item', 'Cement', 'Silica fume', 'Nano-silica'], ['SiO2', '21.75', '93', '>=98'], ['Al2O3', '5.1', '1.7', '0.076'], ['Fe2O3', '4.0', '1.2', '0.293'], ['CaO', '64.0', '0.3', '0.392'], ['MgO', '1.85', '1', '0.05'], ['SO3', '2.0', '-', '0.185'], ['Na2O', '0.55', '0.6', '0.328'], ['K2O', '0.55', '1.1', '0.080'], ['TIO2', '-', '-', '0.064'], ['P2O5', '-', '-', '0.129'], ['ZnO', '-', '-', '0.021'], ['CuO', '-', '-', '0.020'], ['Loss on ignition', '1.5', '0.4-3', '-'], ['Insoluble Residue', '0.35', '-', '-'], ['Free CaO', '0.7', '-', '-'], ['', '', '', ''], ['', 'Compounds', 'Compounds', 'Compounds'], ['C3S', '55.0', '-', '-'], ['C2S', '20.0', '-', '-'], ['C3A', '6.5', '-', '-'], ['C4AF', '11', '-', '-'], ['', '', '', ''], ['', 'Physical properties', 'Physical properties', 'Physical properties'], ['Specific gravity (gr/cm3)', '3.15', '2.21', '2.65'], ['Specific surface (m2/gr)', '0.305', '14', '193']]",1,"Chemical composition and physical properties of cementitious materials.;[['Item', 'Cementitious materials (%)', 'Cementitious materials (%)', 'Cementitious materials (%)'], ['Item', 'Cement', 'Silica fume', 'Nano-silica'], ['SiO2', '21.75', '93', '>=98'], ['Al2O3', '5.1', '1.7', '0.076'], ['Fe2O3', '4.0', '1.2', '0.293'], ['CaO', '64.0', '0.3', '0.392'], ['MgO', '1.85', '1', '0.05'], ['SO3', '2.0', '-', '0.185'], ['Na2O', '0.55', '0.6', '0.328'], ['K2O', '0.55', '1.1', '0.080'], ['TIO2', '-', '-', '0.064'], ['P2O5', '-', '-', '0.129'], ['ZnO', '-', '-', '0.021'], ['CuO', '-', '-', '0.020'], ['Loss on ignition', '1.5', '0.4-3', '-'], ['Insoluble Residue', '0.35', '-', '-'], ['Free CaO', '0.7', '-', '-'], ['', '', '', ''], ['', 'Compounds', 'Compounds', 'Compounds'], ['C3S', '55.0', '-', '-'], ['C2S', '20.0', '-', '-'], ['C3A', '6.5', '-', '-'], ['C4AF', '11', '-', '-'], ['', '', '', ''], ['', 'Physical properties', 'Physical properties', 'Physical properties'], ['Specific gravity (gr/cm3)', '3.15', '2.21', '2.65'], ['Specific surface (m2/gr)', '0.305', '14', '193']]",1,1,1,3,S0950061817315234_0,S0950061817315234,2017-08-09
2087,Chemical and mineralogical composition of cement.,"[['Chemical composition %', 'Chemical composition %', 'Chemical composition %', 'Chemical composition %', 'Chemical composition %', 'Chemical composition %', 'Chemical composition %', 'Chemical composition %', 'Bogue composition', 'Bogue composition', 'Bogue composition', 'Bogue composition'], ['CaO', 'SiO2', 'Al2O3', 'Fe2O3', 'SO3', 'K2O', 'CaO free', 'L.O.I at 500degC', 'C3S', 'C2S', 'C3A', 'C4AF'], ['65.3', '21.1', '4.7', '2.8', '2.3', '0.5', '0.8', '0.9', '59.3', '15.8', '7.76', '8.59']]",1,"Chemical and mineralogical composition of cement.;[['Chemical composition %', 'Chemical composition %', 'Chemical composition %', 'Chemical composition %', 'Chemical composition %', 'Chemical composition %', 'Chemical composition %', 'Chemical composition %', 'Bogue composition', 'Bogue composition', 'Bogue composition', 'Bogue composition'], ['CaO', 'SiO2', 'Al2O3', 'Fe2O3', 'SO3', 'K2O', 'CaO free', 'L.O.I at 500degC', 'C3S', 'C2S', 'C3A', 'C4AF'], ['65.3', '21.1', '4.7', '2.8', '2.3', '0.5', '0.8', '0.9', '59.3', '15.8', '7.76', '8.59']]",1,1,1,3,S0950061813009318_0,S0950061813009318,2013-10-29
2088,Rietveld quantitative phase analysis result of BRSC in wt.%.,"[['Phase', 'C2S(2)', 'C3A(1)', 'C4AF(3)', 'C4A3$(2)', 'R wp'], ['wt.%', '56.2', '6.6', '11.8', '25.4', '9.3']]",1,"Rietveld quantitative phase analysis result of BRSC in wt.%.;[['Phase', 'C2S(2)', 'C3A(1)', 'C4AF(3)', 'C4A3$(2)', 'R wp'], ['wt.%', '56.2', '6.6', '11.8', '25.4', '9.3']]",0,1,1,2,S0950061813009446_1,S0950061813009446,2013-11-18
2089,Mineral compositions of PC and slags (wt. %).,"[['Component', 'Z', 'SS1', 'SS2', 'Component', 'Z', 'SS1', 'SS2'], ['C3S', '60.2', '2.9', '-', 'FeO', '-', '11.1', '14.0'], ['C2S', '10.9', '20.1', '26.7', 'Mn-wuestite', '-', '-', '3.1'], ['C3A', '11.1', '-', '-', 'C--S', '1.4', '-', '-'], ['C4AF', '6.9', '5.9', '27.9', 'C--SH0.5', '3.4', '-', '-'], ['C2F', '-', '24.5', '10.9', 'C--SH2', '<1', '-', '-'], ['C12A7', '-', '-', '2.3', 'MgO', '<1', '-', '-'], ['C', '<1', '3.8', '5.4', 'MnO', '-', '-', '2.7'], ['CH', '-', '6.4', '3.4', 'S', '<1', '1.1', '0.7'], ['C-C', '3.9', '7.0', '1.4', 'K2SO4', '<1', '-', '-'], ['Fe', '-', '0.6', '0.2', 'Amorphous', '-', '16.6', '1.2']]",1,"Mineral compositions of PC and slags (wt. %).;[['Component', 'Z', 'SS1', 'SS2', 'Component', 'Z', 'SS1', 'SS2'], ['C3S', '60.2', '2.9', '-', 'FeO', '-', '11.1', '14.0'], ['C2S', '10.9', '20.1', '26.7', 'Mn-wuestite', '-', '-', '3.1'], ['C3A', '11.1', '-', '-', 'C--S', '1.4', '-', '-'], ['C4AF', '6.9', '5.9', '27.9', 'C--SH0.5', '3.4', '-', '-'], ['C2F', '-', '24.5', '10.9', 'C--SH2', '<1', '-', '-'], ['C12A7', '-', '-', '2.3', 'MgO', '<1', '-', '-'], ['C', '<1', '3.8', '5.4', 'MnO', '-', '-', '2.7'], ['CH', '-', '6.4', '3.4', 'S', '<1', '1.1', '0.7'], ['C-C', '3.9', '7.0', '1.4', 'K2SO4', '<1', '-', '-'], ['Fe', '-', '0.6', '0.2', 'Amorphous', '-', '16.6', '1.2']]",1,1,1,3,S0950061822016105_2,S0950061822016105,2022-05-31
2090,Chemical and mineralogical composition of CAC and CSA cement used in this study.,"[['Chemical composition (wt. %) X-ray fluorescence spectrometry', 'Chemical composition (wt. %) X-ray fluorescence spectrometry', 'Chemical composition (wt. %) X-ray fluorescence spectrometry', 'Chemical composition (wt. %) X-ray fluorescence spectrometry', 'Mineralogical composition (wt. %) Quantitative X-ray diffractometry', 'Mineralogical composition (wt. %) Quantitative X-ray diffractometry', 'Mineralogical composition (wt. %) Quantitative X-ray diffractometry'], ['', 'CAC', 'CSA cement', 'CSA cement', '', 'CAC', 'CSA clinker'], ['', 'CAC', 'CSA clinker', 'Gypsum', '', 'CAC', 'CSA clinker'], ['Al2O3', '55.71', '35.49', '0.30', 'CA', '69.2', '-'], ['CaO', '34.39', '41.28', '41.90', 'C2AS', '28.5', '-'], ['SiO2', '4.96', '8.39', '1.00', 'CA2', '1.4', '-'], ['TiO2', '2.09', '1.58', '-', 'C2S', '1.2', '18.5'], ['Fe2O3', '1.09', '1.69', '-', 'CT', '0.6', '3.5'], ['MgO', '0.51', '1.90', '2.50', 'C12A7', '0.1', '3.4'], ['Na2O', '0.22', '0.36', '-', 'C4A3    S   -    (orthorhombic)', '-', '51.8'], ['SO3', '0.10', '6.15', '49.80', 'C4A3    S   -   (cubic)', '-', '13.4'], ['P2O5', '0.04', '0.10', '-', 'M', '-', '3.2'], ['SrO', '0.03', '-', '0.40', 'C3A', '-', '2.3'], ['Cr2O3', '0.02', '0.02', '-', 'C    C   -', '-', '2.3'], ['MnO', '0.02', '0.11', '-', 'C4AF', '-', '1.4'], ['NiO', '0.01', '0.01', '-', 'C$', '-', '0.2'], ['ZnO', '0.01', '0.01', '-', '', '', ''], ['Loss-on-ignition', '0.80', '2.91', '4.10', '', '', '']]",1,"Chemical and mineralogical composition of CAC and CSA cement used in this study.;[['Chemical composition (wt. %) X-ray fluorescence spectrometry', 'Chemical composition (wt. %) X-ray fluorescence spectrometry', 'Chemical composition (wt. %) X-ray fluorescence spectrometry', 'Chemical composition (wt. %) X-ray fluorescence spectrometry', 'Mineralogical composition (wt. %) Quantitative X-ray diffractometry', 'Mineralogical composition (wt. %) Quantitative X-ray diffractometry', 'Mineralogical composition (wt. %) Quantitative X-ray diffractometry'], ['', 'CAC', 'CSA cement', 'CSA cement', '', 'CAC', 'CSA clinker'], ['', 'CAC', 'CSA clinker', 'Gypsum', '', 'CAC', 'CSA clinker'], ['Al2O3', '55.71', '35.49', '0.30', 'CA', '69.2', '-'], ['CaO', '34.39', '41.28', '41.90', 'C2AS', '28.5', '-'], ['SiO2', '4.96', '8.39', '1.00', 'CA2', '1.4', '-'], ['TiO2', '2.09', '1.58', '-', 'C2S', '1.2', '18.5'], ['Fe2O3', '1.09', '1.69', '-', 'CT', '0.6', '3.5'], ['MgO', '0.51', '1.90', '2.50', 'C12A7', '0.1', '3.4'], ['Na2O', '0.22', '0.36', '-', 'C4A3    S   -    (orthorhombic)', '-', '51.8'], ['SO3', '0.10', '6.15', '49.80', 'C4A3    S   -   (cubic)', '-', '13.4'], ['P2O5', '0.04', '0.10', '-', 'M', '-', '3.2'], ['SrO', '0.03', '-', '0.40', 'C3A', '-', '2.3'], ['Cr2O3', '0.02', '0.02', '-', 'C    C   -', '-', '2.3'], ['MnO', '0.02', '0.11', '-', 'C4AF', '-', '1.4'], ['NiO', '0.01', '0.01', '-', 'C$', '-', '0.2'], ['ZnO', '0.01', '0.01', '-', '', '', ''], ['Loss-on-ignition', '0.80', '2.91', '4.10', '', '', '']]",1,1,1,3,S0950061822016282_0,S0950061822016282,2022-05-31
